чека;Дата;Час;Товар;Кількість;Сума;Спосіб платежу;Покупець;Собівартість,,
100006513;9-13-2022;0,757152778;Type 2 shirt, Nike;2;3902.464;cash;ПІБ 281;1648
100006516;1-17-2024;0,752511574;Flip flops type 2, Nike;1;770.24;cash;;332
100006518;6-14-2023;0,576365741;Pants type 12, Nike;1;1640.312;cash;;758
100006523;4-22-2023;0,5121875;T-shirt type 4, Nike;1;594.336;cash;ПІБ 1007;246
100006552;5-23-2023;0,775243056;Sneakers type 3, Puma;1;2717.3592;cash;;1965
100006552;5-23-2023;0,775243056;Ball type 2, Puma;1;72.36;cash;;45
100006552;5-23-2023;0,775243056;Tights type 4, Puma;1;291.08352;cash;;168
100006552;5-23-2023;0,775243056;Sneakers type 4, Nike;1;1782.428;cash;;893
100006562;8-29-2022;0,420277778;Shirt type 7, Reebok;1;1126.8236;non-cash;;686
100006562;8-29-2022;0,420277778;Cap type 5, Puma;1;203.6496;non-cash;;140
100006562;8-29-2022;0,420277778;Boots type 3, Puma;2;9848.832;non-cash;;5496
100006563;6-20-2024;0,664178241;Cap type 2, Reebok;1;317.856;non-cash;;176
100006565;7-25-2022;0,673738426;T-shirt type 6, Nike;1;761.2;non-cash;;346
100006565;7-25-2022;0,673738426;Shirt type 3, Adidas;1;717.8112;non-cash;;372
100006568;11-4-2023;0,689201389;Sneakers type 2, Nike;1;3827.4432;non-cash;;1964
100006568;11-4-2023;0,689201389;Shoes type 2, Puma;1;3234.944;non-cash;;2032
100006568;11-4-2023;0,689201389;Flip flops type 3, Puma;1;368.0;non-cash;;230
100006572;3-18-2024;0,850486111;Tights type 7, Adidas;1;701.3952;cash;ПІБ 38;369
100006575;6-19-2022;0,388506944;Flip flops type 3, Reebok;1;481.14;cash;;243
100006575;6-19-2022;0,388506944;T-shirt type 2, Nike;1;431.136;cash;;216
100006575;6-19-2022;0,388506944;Shirt type 2, Puma;1;853.632;cash;;494
100006578;5-9-2023;0,575717593;Ball type 1, Puma;1;71.896;cash;;43
100006579;6-4-2022;0,561574074;Tights type 6, Puma;1;487.968;non-cash;;299
100006579;6-4-2022;0,561574074;Pants type 7, Puma;1;482.232;non-cash;;283
100006584;7-1-2024;0,611157407;Shirt type 3, Puma;1;273.6;non-cash;;152
100006647;11-3-2023;0,723796296;Ball type 2, Puma;1;70.1892;cash;;45
100006647;11-3-2023;0,723796296;Pants type 2, Adidas;1;1935.4788;cash;;1107
100006647;11-3-2023;0,723796296;Pants type 5, Reebok;1;2076.68;cash;;1076
100006647;11-3-2023;0,723796296;Tights type 2, Adidas;1;107.52;cash;;56
100006653;10-29-2022;0,8740625;Cap type 2, Puma;1;380.16;non-cash;ПІБ 21;220
100006653;10-29-2022;0,8740625;Type 5 shirt, Nike;1;911.744;non-cash;ПІБ 21;419
100006675;8-18-2023;0,646712963;Cap type 6, Nike;1;433.5204;non-cash;;237
100006687;8-2-2023;0,794699074;T-shirt type 4, Nike;2;804.56;non-cash;;356
100006697;7-1-2023;0,616585648;Cufflink type 4, Reebok;1;821.24;non-cash;;419
100006697;7-1-2023;0,616585648;Shirt type 6, Reebok;1;699.6;non-cash;;330
100006697;7-1-2023;0,616585648;Sneakers type 6, Reebok;1;1966.96;non-cash;;1069
100006697;7-1-2023;0,616585648;Sneakers type 5, Reebok;1;2250.24;non-cash;;1172
100006697;7-1-2023;0,616585648;Cap type 1, Reebok;2;1058.4;non-cash;;490
100006697;7-1-2023;0,616585648;Tights type 2, Nike;1;269.0;non-cash;;125
100006697;7-1-2023;0,616585648;Shirt type 7, Reebok;1;1310.26;non-cash;;686
100006697;7-1-2023;0,616585648;Flip flops type 3, Nike;1;288.45312;non-cash;;138
100006697;7-1-2023;0,616585648;Cufflink type 4, Adidas;2;1818.677;non-cash;;986
100006710;10-2-2023;0,401284722;Cufflink type 4, Reebok;1;821.24;non-cash;;419
100006710;10-2-2023;0,401284722;Sneakers type 3, Puma;1;3159.72;non-cash;;1965
100006710;10-2-2023;0,401284722;Pants type 5, Reebok;1;2076.68;non-cash;;1076
100006710;10-2-2023;0,401284722;Cap type 4, Reebok;2;458.8;non-cash;;248
100006719;3-22-2022;0,66568287;Shirt type 5, Reebok;1;894.1296;non-cash;ПІБ 885;534
100006730;1-8-2024;0,561030093;Cufflink type 1, Puma;2;455.76;cash;;270
100006743;2-18-2023;0,739409722;Cufflink type 4, Adidas;1;1069.81;cash;;493
100006743;2-18-2023;0,739409722;Shirt type 10, Adidas;1;446.9;cash;;205
100006743;2-18-2023;0,739409722;T-shirt type 4, Reebok;1;271.6;cash;;140
100006743;2-18-2023;0,739409722;Shirt type 1, Adidas;1;805.0416;cash;;474
100006744;1-4-2022;0,391701389;Cap type 1, Adidas;1;339.5;non-cash;;175
100006747;4-7-2024;0,737291667;Boots type 4, Nike;2;13858.176;cash;ПІБ 1074;5736
100006747;4-7-2024;0,737291667;Type 4 shirt, Nike;1;2053.344;cash;ПІБ 1074;876
100006747;4-7-2024;0,737291667;Cap type 3, Reebok;1;315.57;cash;ПІБ 1074;157
100006747;4-7-2024;0,737291667;Type 1 ball, Nike;1;111.936;cash;ПІБ 1074;48
100006747;4-7-2024;0,737291667;T-shirt type 4, Reebok;1;312.069;cash;ПІБ 1074;174
100006748;7-15-2023;0,541018519;Flip flops type 2, Adidas;2;1272.0344;non-cash;;692
100006748;7-15-2023;0,541018519;Pants type 2, Adidas;1;2081.16;non-cash;;1107
100006748;7-15-2023;0,541018519;T-shirt type 1, Nike;2;678.32;non-cash;;278
100006749;9-6-2022;0,742534722;Shirt type 11, Reebok;1;1481.48;non-cash;;814
100006749;9-6-2022;0,742534722;Cap type 3, Nike;1;357.06;non-cash;;165
100006749;9-6-2022;0,742534722;T-shirt type 5, Adidas;1;627.21;non-cash;;303
100006756;10-11-2023;0,682106481;Tights type 2, Puma;1;427.648;non-cash;;257
100006767;6-10-2023;0,473043981;Shoes type 1, Puma;1;3219.018;non-cash;;2265
100006767;6-10-2023;0,473043981;Cap type 6, Adidas;1;487.6;non-cash;;265
100006767;6-10-2023;0,473043981;Shirt type 3, Puma;2;547.2;non-cash;;304
100006806;1-7-2024;0,771886574;Flip flops type 2, Puma;1;318.56;non-cash;;181
100006843;11-19-2023;0,709270833;T-shirt type 4, Reebok;1;271.6;cash;;140
100006843;11-19-2023;0,709270833;Tights type 4, Nike;1;289.788;cash;;123
100006843;11-19-2023;0,709270833;Pants type 12, Puma;1;296.192;cash;;178
100006846;1-4-2024;0,817152778;T-shirt type 4, Nike;1;540.84576;cash;;246
100006846;1-4-2024;0,817152778;Cap type 1, Adidas;2;679.0;cash;;350
100006846;1-4-2024;0,817152778;Cap type 7, Nike;2;905.216;cash;;416
100006846;1-4-2024;0,817152778;Pants type 7, Nike;1;2403.6696;cash;;1299
100006873;5-31-2022;0,638657407;Pants type 2, Nike;1;1406.532;non-cash;ПІБ 142;597
100006873;5-31-2022;0,638657407;Cap type 3, Puma;1;479.864;non-cash;ПІБ 142;287
100006904;3-4-2024;0,590196759;Cap type 8, Puma;1;519.68;cash;ПІБ 835;290
100006904;3-4-2024;0,590196759;T-shirt type 3, Puma;1;616.176;cash;ПІБ 835;389
100006904;3-4-2024;0,590196759;Tights type 6, Nike;1;466.7724;cash;ПІБ 835;255
100006904;3-4-2024;0,590196759;Cufflink type 2, Adidas;1;380.88;cash;ПІБ 835;207
100006904;3-4-2024;0,590196759;Belt type 4, Nike;2;1258.784;cash;ПІБ 835;566
100006907;12-25-2022;0,856631944;Pants type 9, Nike;1;815.648;non-cash;;359
100006907;12-25-2022;0,856631944;T-shirt type 4, Reebok;1;367.14;non-cash;;174
100006907;12-25-2022;0,856631944;T-shirt type 1, Adidas;1;459.9;non-cash;;219
100006907;12-25-2022;0,856631944;Pants type 4, Nike;1;2077.15904;non-cash;;1007
100006915;9-30-2022;0,579085648;Pants type 5, Adidas;1;972.37;non-cash;;479
100006915;9-30-2022;0,579085648;T-shirt type 1, Puma;2;841.568;non-cash;;476
100006920;3-4-2023;0,523043981;Cufflink type 6, Puma;2;658.296;cash;;410
100006920;3-4-2023;0,523043981;T-shirt type 1, Reebok;1;189.2;cash;;88
100006959;3-23-2022;0,620092593;Pants type 5, Reebok;1;2076.68;non-cash;;1076
100006959;3-23-2022;0,620092593;Cap type 5, Nike;1;454.336;non-cash;;229
100006959;3-23-2022;0,620092593;Shoes type 1, Nike;2;6353.784;non-cash;;3222
100006964;4-5-2022;0,864907407;Type 4 shirt, Nike;1;1889.07648;non-cash;;876
100006964;4-5-2022;0,864907407;Tights type 1, Reebok;2;687.96;non-cash;;364
100006968;4-10-2022;0,635428241;Pants type 10, Puma;1;1645.776;non-cash;;1039
100006968;4-10-2022;0,635428241;Sneakers type 1, Reebok;1;2316.6;non-cash;;1053
100006994;4-6-2023;0,541273148;Cap type 2, Nike;1;546.448;cash;ПІБ 457;238
100006998;3-26-2023;0,552974537;Shoes type 1, Adidas;1;3304.125;cash;;1875
100007005;4-16-2024;0,472361111;Shirt type 2, Puma;1;853.632;non-cash;;494
100007005;4-16-2024;0,472361111;T-shirt type 7, Adidas;1;364.06;non-cash;;167
100007013;3-9-2022;0,425046296;T-shirt type 2, Reebok;1;385.2;cash;;214
100007017;12-28-2022;0,546319444;Pants type 1, Puma;1;722.304;cash;;418
100007021;5-11-2023;0,850949074;Cap type 7, Puma;1;386.784;cash;;237
100007021;5-11-2023;0,850949074;Pants type 2, Nike;1;1406.532;cash;;597
100007021;5-11-2023;0,850949074;Flip flops type 2, Puma;1;318.56;cash;;181
100007021;5-11-2023;0,850949074;Shirt type 2, Adidas;1;896.586;cash;;460
100007040;7-7-2023;0,469444444;Type 5 shirt, Nike;1;911.744;cash;ПІБ 1087;419
100007062;2-17-2022;0,44818287;Cufflink type 3, Reebok;1;719.44;cash;;391
100007062;2-17-2022;0,44818287;Cufflink type 6, Puma;1;365.72;cash;;205
100007075;7-22-2024;0,6746875;Boots type 1, Reebok;1;4917.9;non-cash;;2535
100007075;7-22-2024;0,6746875;Pants type 7, Adidas;1;1984.32;non-cash;;954
100007075;7-22-2024;0,6746875;Cufflink type 2, Adidas;1;380.88;non-cash;;207
100007075;7-22-2024;0,6746875;Type 1 shirt, Nike;1;1683.77616;non-cash;;837
100007075;7-22-2024;0,6746875;Tights type 5, Nike;1;506.984;non-cash;;254
100007075;7-22-2024;0,6746875;Pants type 10, Reebok;1;305.6616;non-cash;;162
100007110;9-4-2022;0,755405093;Pants type 5, Reebok;2;4153.36;cash;;2152
100007110;9-4-2022;0,755405093;Shirt type 8, Adidas;1;597.678;cash;;355
100007116;6-23-2022;0,665173611;Pants type 9, Puma;1;858.28;cash;;499
100007118;3-12-2024;0,863923611;T-shirt type 1, Puma;1;233.696;non-cash;ПІБ 505;134
100007118;3-12-2024;0,863923611;Tights type 3, Adidas;1;466.86;non-cash;ПІБ 505;251
100007118;3-12-2024;0,863923611;Sneakers type 3, Nike;1;2651.176;non-cash;ПІБ 505;1282
100007118;3-12-2024;0,863923611;Shirt type 8, Reebok;1;1187.93;non-cash;ПІБ 505;563
100007118;3-12-2024;0,863923611;Cap type 1, Puma;1;470.016;non-cash;ПІБ 505;288
100007118;3-12-2024;0,863923611;T-shirt type 3, Puma;2;961.2;non-cash;ПІБ 505;534
100007118;3-12-2024;0,863923611;T-shirt type 3, Nike;1;492.2;non-cash;ПІБ 505;230
100007126;7-18-2022;0,801585648;T-shirt type 1, Adidas;1;459.9;cash;;219
100007137;6-21-2022;0,416643519;Boots type 5, Adidas;2;5606.1684;cash;;3126
100007143;8-3-2024;0,702951389;Shoes type 1, Adidas;1;3601.125;cash;;1875
100007143;8-3-2024;0,702951389;Tights type 2, Adidas;2;174.1824;cash;;112
100007143;8-3-2024;0,702951389;Boots type 3, Reebok;1;6686.18;cash;;3394
100007147;5-26-2024;0,768865741;Cufflink type 6, Nike;1;615.048;non-cash;;294
100007183;8-14-2024;0,74880787;Cap type 3, Reebok;1;516.12;non-cash;;253
100007220;5-17-2023;0,638275463;Cap type 8, Adidas;1;326.8;non-cash;ПІБ 199;152
100007221;3-13-2022;0,505543981;Belt type 2, Adidas;1;325.95;cash;;159
100007224;1-24-2024;0,561180556;T-shirt type 7, Puma;1;201.552;non-cash;;114
100007230;10-13-2022;0,692349537;Cap type 3, Puma;2;911.7416;cash;ПІБ 829;574
100007236;12-15-2023;0,560891204;Pants type 7, Puma;1;482.232;cash;;283
100007246;7-9-2023;0,666631944;Tights type 1, Reebok;1;343.98;cash;ПІБ 719;182
100007262;12-13-2022;0,47962963;Shoes type 4, Nike;1;5660.5976;non-cash;;2947
100007272;5-10-2024;0,797835648;Cap type 2, Reebok;1;196.35;cash;;105
100007279;11-29-2023;0,547824074;Type 4 shirt, Nike;1;1971.21024;non-cash;;876
100007310;4-1-2024;0,49244213;Cap type 4, Reebok;1;185.814;cash;;124
100007325;8-30-2023;0,456261574;Belt type 4, Reebok;1;401.1764;non-cash;ПІБ 742;236
100007343;1-7-2022;0,427662037;Sneakers type 4, Reebok;1;3502.0;cash;;1700
100007345;12-21-2022;0,447071759;Pants type 3, Nike;1;1536.528;cash;;714
100007345;12-21-2022;0,447071759;Shirt type 2, Puma;2;1707.264;cash;;988
100007345;12-21-2022;0,447071759;T-shirt type 7, Puma;1;201.552;cash;;114
100007360;8-4-2024;0,391597222;T-shirt type 2, Nike;1;934.78;non-cash;;385
100007404;4-3-2024;0,541342593;Cufflink type 6, Adidas;1;356.85;cash;;183
100007404;4-3-2024;0,541342593;Cap type 8, Reebok;1;409.64;cash;;209
100007404;4-3-2024;0,541342593;Shoes type 4, Adidas;1;3582.78;cash;;1698
100007404;4-3-2024;0,541342593;Shirt type 2, Adidas;2;2014.8;cash;;920
100007418;5-4-2024;0,440717593;Cufflink type 3, Reebok;1;712.2456;cash;;391
100007421;10-12-2023;0,871747685;Pants type 6, Puma;1;1030.82016;non-cash;ПІБ 944;761
100007449;2-5-2024;0,73244213;Cufflink type 1, Nike;1;495.824;non-cash;ПІБ 249;233
100007449;2-5-2024;0,73244213;Belt type 4, Nike;1;629.392;non-cash;ПІБ 249;283
100007449;2-5-2024;0,73244213;Flip flops type 1, Nike;1;371.68;non-cash;ПІБ 249;184
100007449;2-5-2024;0,73244213;T-shirt type 6, Nike;1;761.2;non-cash;ПІБ 249;346
100007449;2-5-2024;0,73244213;Tights type 4, Reebok;1;734.6349;non-cash;ПІБ 249;393
100007450;7-16-2024;0,569108796;T-shirt type 2, Reebok;1;461.89;cash;;247
100007450;7-16-2024;0,569108796;Pants type 3, Nike;1;1536.528;cash;;714
100007466;10-22-2023;0,673935185;Cufflink type 7, Adidas;1;284.648;non-cash;;184
100007466;10-22-2023;0,673935185;Flip flops type 2, Adidas;1;698.92;non-cash;;346
100007475;4-1-2024;0,680208333;Pants type 5, Nike;1;2028.288;cash;;912
100007475;4-1-2024;0,680208333;Cap type 7, Nike;1;452.608;cash;;208
100007477;5-17-2023;0,774803241;Pants type 8, Puma;2;1519.264;cash;;964
100007495;5-8-2022;0,74212963;Pants type 8, Reebok;1;1975.8816;cash;ПІБ 679;1232
100007495;5-8-2022;0,74212963;Shirt type 7, Adidas;1;1271.205;cash;ПІБ 679;795
100007502;12-2-2022;0,807083333;Tights type 1, Reebok;1;282.0636;cash;;182
100007502;12-2-2022;0,807083333;Sneakers type 3, Nike;1;2651.176;cash;;1282
100007502;12-2-2022;0,807083333;Cufflink type 2, Nike;1;231.544;cash;;103
100007504;3-1-2023;0,838865741;Pants type 10, Reebok;1;326.268;cash;;162
100007504;3-1-2023;0,838865741;Pants type 12, Nike;1;1345.05584;cash;;758
100007522;6-15-2024;0,69662037;T-shirt type 5, Adidas;1;520.5843;non-cash;;303
100007522;6-15-2024;0,69662037;Belt type 3, Puma;1;552.15216;non-cash;;342
100007524;6-25-2023;0,840891204;Cufflink type 3, Adidas;1;396.44;cash;;187
100007536;5-24-2024;0,669826389;Type 2 shirt, Nike;1;1951.232;cash;ПІБ 539;824
100007550;9-26-2024;0,600081019;Type 2 ball, Nike;1;83.62;non-cash;;37
100007562;11-28-2023;0,766770833;Tights type 6, Adidas;1;698.4;cash;;388
100007562;11-28-2023;0,766770833;Cap type 1, Nike;1;464.112;cash;;198
100007579;3-14-2023;0,546064815;Pants type 8, Nike;1;1563.272;non-cash;;743
100007579;3-14-2023;0,546064815;Pants type 8, Puma;1;759.632;non-cash;;482
100007579;3-14-2023;0,546064815;Belt type 1, Puma;2;502.49808;non-cash;;382
100007579;3-14-2023;0,546064815;Pants type 3, Nike;1;1536.528;non-cash;;714
100007585;6-14-2023;0,829884259;Sneakers type 3, Reebok;1;2059.78;cash;ПІБ 973;1138
100007585;6-14-2023;0,829884259;Cap type 2, Puma;1;326.9376;cash;ПІБ 973;220
100007585;6-14-2023;0,829884259;Shoes type 4, Reebok;1;6167.26;cash;ПІБ 973;3298
100007601;3-15-2024;0,691342593;Type 2 ball, Reebok;1;97.1067;cash;;47
100007640;7-23-2024;0,790324074;Cap type 5, Reebok;1;226.24;cash;;112
100007640;7-23-2024;0,790324074;Tights type 5, Reebok;1;227.55;cash;;111
100007640;7-23-2024;0,790324074;Flip flops type 1, Reebok;1;665.808;cash;;312
100007640;7-23-2024;0,790324074;Shirt type 1, Reebok;2;2335.6224;cash;;1476
100007640;7-23-2024;0,790324074;Cap type 3, Nike;1;324.9246;cash;;165
100007640;7-23-2024;0,790324074;Shirt type 2, Adidas;1;1007.4;cash;;460
100007644;10-9-2023;0,732326389;T-shirt type 6, Puma;1;181.28;cash;;110
100007644;10-9-2023;0,732326389;Flip flops type 2, Puma;1;318.56;cash;;181
100007644;10-9-2023;0,732326389;Belt type 1, Nike;1;274.912;cash;;121
100007657;8-25-2023;0,708078704;Shirt type 9, Reebok;1;475.02;cash;;273
100007660;9-7-2022;0,48880787;Type 5 shirt, Nike;1;911.744;non-cash;;419
100007668;4-12-2023;0,610405093;T-shirt type 5, Nike;2;1079.96;non-cash;ПІБ 121;490
100007668;4-12-2023;0,610405093;Sneakers type 6, Nike;1;4692.12;non-cash;ПІБ 121;1923
100007671;7-24-2022;0,37849537;Cap type 7, Reebok;1;344.448;cash;;195
100007691;2-10-2024;0,634212963;Boots type 3, Adidas;1;6357.88;cash;;2999
100007699;12-10-2023;0,4803125;Pants type 3, Puma;1;412.8;cash;;258
100007718;9-10-2022;0,514050926;Cufflink type 6, Reebok;1;413.27;cash;ПІБ 407;221
100007722;7-26-2022;0,650775463;T-shirt type 7, Reebok;2;900.5568;cash;;572
100007722;7-26-2022;0,650775463;Belt type 4, Reebok;1;450.76;cash;;236
100007723;6-1-2023;0,426840278;Flip flops type 2, Nike;1;770.24;non-cash;ПІБ 262;332
100007723;6-1-2023;0,426840278;Cufflink type 1, Nike;1;495.824;non-cash;ПІБ 262;233
100007725;8-7-2023;0,617881944;Boots type 4, Nike;1;6305.47008;cash;;2868
100007725;8-7-2023;0,617881944;Cufflink type 5, Puma;1;250.88;cash;;140
100007769;8-2-2023;0,654907407;Cap type 2, Adidas;1;278.8;non-cash;;136
100007769;8-2-2023;0,654907407;Boots type 3, Puma;1;4875.17184;non-cash;;2748
100007769;8-2-2023;0,654907407;Flip flops type 3, Adidas;1;297.4851;non-cash;;151
100007769;8-2-2023;0,654907407;Shirt type 4, Puma;1;888.88;non-cash;;542
100007769;8-2-2023;0,654907407;Cufflink type 6, Adidas;2;713.7;non-cash;;366
100007777;1-26-2023;0,745798611;Boots type 6, Nike;2;11066.824;cash;;4558
100007777;1-26-2023;0,745798611;Type 3 shirt, Reebok;1;516.6;cash;;246
100007777;1-26-2023;0,745798611;Cufflink type 5, Puma;1;235.8272;cash;;140
100007777;1-26-2023;0,745798611;Flip flops type 1, Puma;1;294.84;cash;;189
100007792;4-4-2024;0,842060185;Cufflink type 5, Reebok;1;262.8;cash;;146
100007796;4-9-2022;0,480752315;Pants type 11, Nike;1;893.316;cash;ПІБ 1101;453
100007815;7-27-2024;0,431203704;Cap type 4, Puma;1;372.84544;non-cash;;251
100007835;11-10-2022;0,76037037;T-shirt type 1, Reebok;1;257.0344;cash;ПІБ 1090;158
100007835;11-10-2022;0,76037037;Belt type 1, Puma;1;310.184;cash;ПІБ 1090;191
100007835;11-10-2022;0,76037037;Boots type 4, Puma;1;5809.6;cash;ПІБ 1090;3631
100007835;11-10-2022;0,76037037;Flip flops type 3, Nike;1;313.536;cash;ПІБ 1090;138
100007835;11-10-2022;0,76037037;Shirt type 4, Puma;1;755.548;cash;ПІБ 1090;542
100007845;8-7-2023;0,783657407;Shirt type 11, Reebok;1;1392.5912;cash;;814
100007866;2-14-2022;0,874560185;Pants type 6, Puma;1;1241.952;cash;;761
100007869;3-10-2023;0,763449074;Cap type 3, Reebok;1;315.57;non-cash;;157
100007869;3-10-2023;0,763449074;Sneakers type 3, Reebok;2;3625.2128;non-cash;;2276
100007874;8-4-2024;0,424270833;Belt type 1, Nike;1;228.17696;cash;ПІБ 659;121
100007874;8-4-2024;0,424270833;T-shirt type 3, Puma;1;616.176;cash;ПІБ 659;389
100007874;8-4-2024;0,424270833;Pants type 4, Adidas;2;2679.0;cash;ПІБ 659;1410
100007874;8-4-2024;0,424270833;Pants type 10, Reebok;1;343.44;cash;ПІБ 659;162
100007874;8-4-2024;0,424270833;Belt type 4, Puma;1;353.37408;cash;ПІБ 659;268
100007888;6-15-2024;0,834143519;Shirt type 6, Nike;1;1552.824;cash;;702
100007888;6-15-2024;0,834143519;Boots type 5, Nike;2;16014.36;cash;;7086
100007888;6-15-2024;0,834143519;Pants type 10, Puma;1;1870.2;cash;;1039
100007888;6-15-2024;0,834143519;Sneakers type 4, Nike;1;1782.428;cash;;893
100007888;6-15-2024;0,834143519;Shoes type 3, Puma;1;5261.256;cash;;3003
100007888;6-15-2024;0,834143519;Sneakers type 1, Puma;1;2891.328;cash;;1628
100007895;6-18-2022;0,653796296;Boots type 3, Puma;1;4924.416;cash;;2748
100007895;6-18-2022;0,653796296;Shoes type 1, Puma;1;3787.08;cash;;2265
100007895;6-18-2022;0,653796296;Cap type 8, Puma;1;467.712;cash;;290
100007895;6-18-2022;0,653796296;Cap type 8, Adidas;1;326.8;cash;;152
100007897;5-3-2023;0,842488426;T-shirt type 2, Nike;1;431.136;cash;;216
100007897;5-3-2023;0,842488426;Sneakers type 3, Nike;1;2651.176;cash;;1282
100007916;9-7-2023;0,551400463;Shirt type 6, Reebok;1;699.6;cash;;330
100007917;7-16-2022;0,412384259;Pants type 8, Reebok;1;2439.36;non-cash;ПІБ 1078;1232
100007917;7-16-2022;0,412384259;Shirt type 8, Adidas;1;649.65;non-cash;ПІБ 1078;355
100007917;7-16-2022;0,412384259;Tights type 1, Reebok;1;337.1004;non-cash;ПІБ 1078;182
100007927;5-25-2024;0,763969907;Shoes type 3, Reebok;1;2250.18;cash;;1389
100007927;5-25-2024;0,763969907;Shirt type 8, Nike;1;1172.888;cash;;542
100007927;5-25-2024;0,763969907;T-shirt type 4, Nike;1;402.28;cash;;178
100007927;5-25-2024;0,763969907;Sneakers type 1, Reebok;1;1922.778;cash;;1053
100007927;5-25-2024;0,763969907;Flip flops type 2, Nike;1;770.24;cash;;332
100007927;5-25-2024;0,763969907;Pants type 9, Puma;1;858.28;cash;;499
100007927;5-25-2024;0,763969907;Sneakers type 4, Puma;2;2903.808;cash;;1824
100007927;5-25-2024;0,763969907;Tights type 6, Nike;1;461.4072;cash;;255
100007927;5-25-2024;0,763969907;Boots type 5, Adidas;2;5720.58;cash;;3126
100007949;10-28-2022;0,442800926;Pants type 10, Puma;1;1870.2;non-cash;;1039
100007949;10-28-2022;0,442800926;Sneakers type 1, Puma;1;2891.328;non-cash;;1628
100007951;4-26-2022;0,441168981;Cap type 3, Adidas;2;760.42;cash;;394
100007951;4-26-2022;0,441168981;Type 1 ball, Reebok;1;93.74;cash;;43
100007951;4-26-2022;0,441168981;Pants type 11, Reebok;1;1816.84;cash;;857
100007951;4-26-2022;0,441168981;Cap type 6, Nike;2;1020.048;cash;;474
100007953;7-2-2022;0,658599537;Boots type 1, Puma;1;6316.816;cash;ПІБ 88;3778
100007953;7-2-2022;0,658599537;T-shirt type 2, Puma;1;313.6;cash;ПІБ 88;200
100007978;7-14-2022;0,576701389;Boots type 6, Nike;1;5533.412;non-cash;;2279
100007978;7-14-2022;0,576701389;Sneakers type 4, Nike;1;1782.428;non-cash;;893
100007978;7-14-2022;0,576701389;Tights type 5, Adidas;1;736.32;non-cash;;354
100007985;9-15-2024;0,427233796;Pants type 10, Adidas;1;1011.52;non-cash;;580
100007986;11-23-2023;0,568229167;Sneakers type 2, Puma;1;1405.35984;cash;;982
100007987;8-21-2024;0,686493056;Shirt type 4, Adidas;1;319.4922;non-cash;;186
100008007;5-10-2022;0,481585648;Ball type 2, Adidas;1;93.555;cash;;45
100008007;5-10-2022;0,481585648;Tights type 2, Nike;1;234.03;cash;;125
100008007;5-10-2022;0,481585648;Boots type 2, Nike;2;11867.904;cash;;5454
100008007;5-10-2022;0,481585648;Shoes type 4, Puma;1;3041.776;cash;;1802
100008007;5-10-2022;0,481585648;Boots type 6, Nike;1;4648.06608;cash;;2279
100008015;5-10-2022;0,414282407;Pants type 1, Adidas;1;1564.92;cash;;828
100008015;5-10-2022;0,414282407;Pants type 12, Reebok;1;542.82;cash;;249
100008015;5-10-2022;0,414282407;Sneakers type 6, Puma;2;5154.944;cash;;3128
100008015;5-10-2022;0,414282407;Type 1 ball, Reebok;1;93.74;cash;;43
100008015;5-10-2022;0,414282407;Sneakers type 6, Adidas;1;2036.736;cash;;1224
100008037;6-27-2023;0,799884259;Sneakers type 5, Adidas;2;2820.2094;non-cash;;1566
100008037;6-27-2023;0,799884259;Cap type 4, Puma;1;394.02984;non-cash;;251
100008037;6-27-2023;0,799884259;Shirt type 3, Adidas;1;732.7656;non-cash;;372
100008039;11-18-2023;0,607199074;Cap type 1, Puma;1;470.016;cash;ПІБ 593;288
100008045;4-16-2023;0,543553241;Ball type 2, Puma;1;72.36;non-cash;ПІБ 620;45
100008045;4-16-2023;0,543553241;Cufflink type 4, Adidas;2;1733.0922;non-cash;ПІБ 620;986
100008063;4-13-2022;0,621863426;Tights type 4, Puma;1;243.55968;non-cash;ПІБ 168;168
100008070;9-14-2023;0,663761574;Pants type 3, Adidas;1;1888.7178;cash;;1102
100008070;9-14-2023;0,663761574;Tights type 2, Adidas;1;87.0912;cash;;56
100008070;9-14-2023;0,663761574;Sneakers type 6, Reebok;1;1966.96;cash;;1069
100008070;9-14-2023;0,663761574;Pants type 8, Adidas;1;2127.06;cash;;1053
100008085;11-6-2023;0,747546296;Pants type 4, Adidas;1;1339.5;non-cash;ПІБ 340;705
100008085;11-6-2023;0,747546296;T-shirt type 5, Puma;1;233.09744;non-cash;ПІБ 340;139
100008085;11-6-2023;0,747546296;Belt type 1, Nike;1;274.912;non-cash;ПІБ 340;121
100008095;7-3-2022;0,475671296;Tights type 5, Nike;1;506.984;cash;;254
100008095;7-3-2022;0,475671296;Cap type 2, Nike;1;546.448;cash;;238
100008095;7-3-2022;0,475671296;Belt type 2, Puma;1;192.50976;cash;;146
100008095;7-3-2022;0,475671296;T-shirt type 3, Reebok;1;365.781;cash;;226
100008095;7-3-2022;0,475671296;Shirt type 1, Puma;1;1426.128;cash;;814
100008120;4-30-2022;0,647638889;Sneakers type 4, Puma;1;1306.7136;non-cash;ПІБ 1223;912
100008120;4-30-2022;0,647638889;Type 3 shoes, Nike;1;6650.368;non-cash;ПІБ 1223;3352
100008122;9-13-2024;0,845717593;Flip flops type 2, Adidas;1;587.0928;cash;;346
100008122;9-13-2024;0,845717593;Sneakers type 1, Puma;1;2891.328;cash;;1628
100008122;9-13-2024;0,845717593;Cufflink type 1, Adidas;1;495.0228;cash;;262
